ERROR 2018-11-29 11:19:53,253 <input> 3 出错日志
INFO 2018-11-30 10:21:20,802 basehttp 124 "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 200 3385
INFO 2018-11-30 10:21:20,811 basehttp 124 "GET /static/rest_framework/css/default.css HTTP/1.1" 200 1131
INFO 2018-11-30 10:21:20,820 basehttp 124 "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 200 3597
INFO 2018-11-30 10:21:20,835 basehttp 124 "GET /static/rest_framework/js/csrf.js HTTP/1.1" 200 1735
INFO 2018-11-30 10:21:20,837 basehttp 124 "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 200 13632
INFO 2018-11-30 10:21:20,840 basehttp 124 "GET /static/rest_framework/js/jquery-3.3.1.min.js HTTP/1.1" 200 86927
INFO 2018-11-30 10:21:20,844 basehttp 124 "GET /static/rest_framework/js/default.js HTTP/1.1" 200 1262
INFO 2018-11-30 10:21:20,847 basehttp 124 "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 200 37045
INFO 2018-11-30 10:21:20,855 basehttp 124 "GET /static/rest_framework/img/grid.png HTTP/1.1" 200 1458
INFO 2018-11-30 10:21:49,867 views 31 获取短信验证码: 330264
INFO 2018-11-30 10:21:49,868 basehttp 124 "GET /sms_codes/13600000000/ HTTP/1.1" 200 16
INFO 2018-11-30 10:43:36,169 views 31 获取短信验证码: 673423
INFO 2018-11-30 10:43:36,185 basehttp 124 "GET /sms_codes/13609011410/ HTTP/1.1" 200 5176
INFO 2018-11-30 10:45:20,641 views 33 获取短信验证码: 000979
INFO 2018-11-30 10:45:26,040 basehttp 124 "GET /sms_codes/13609011410/ HTTP/1.1" 200 5176
INFO 2018-11-30 12:00:43,062 basehttp 124 "GET /usernames/admin/count/ HTTP/1.1" 200 5248
INFO 2018-11-30 12:00:43,339 basehttp 124 "GET /static/rest_framework/js/default.js HTTP/1.1" 200 1262
INFO 2018-11-30 12:00:43,343 basehttp 124 "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 200 8192
INFO 2018-11-30 12:00:43,346 basehttp 124 "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 200 8192
INFO 2018-11-30 12:01:48,567 basehttp 124 "GET /usernames/admin/count/ HTTP/1.1" 200 5248
INFO 2018-11-30 12:01:48,732 basehttp 124 "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 304 0
INFO 2018-11-30 12:01:48,736 basehttp 124 "GET /static/rest_framework/css/prettify.css HTTP/1.1" 304 0
INFO 2018-11-30 12:01:48,741 basehttp 124 "GET /static/rest_framework/css/default.css HTTP/1.1" 304 0
INFO 2018-11-30 12:01:48,746 basehttp 124 "GET /static/rest_framework/js/jquery-3.3.1.min.js HTTP/1.1" 304 0
INFO 2018-11-30 12:01:48,754 basehttp 124 "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 304 0
INFO 2018-11-30 12:01:48,759 basehttp 124 "GET /static/rest_framework/js/csrf.js HTTP/1.1" 304 0
INFO 2018-11-30 12:01:48,766 basehttp 124 "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 304 0
INFO 2018-11-30 12:01:48,768 basehttp 124 "GET /static/rest_framework/js/default.js HTTP/1.1" 304 0
INFO 2018-11-30 12:01:48,770 basehttp 124 "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 304 0
INFO 2018-11-30 12:01:48,777 basehttp 124 "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 200 121200
INFO 2018-11-30 12:01:48,822 basehttp 124 "GET /static/rest_framework/img/grid.png HTTP/1.1" 200 1458
INFO 2018-11-30 12:03:27,288 basehttp 124 "GET /usernames/admin/count/ HTTP/1.1" 200 30
INFO 2018-11-30 12:03:33,367 basehttp 124 "GET /usernames/admin2/count/ HTTP/1.1" 200 31
INFO 2018-11-30 12:03:34,744 basehttp 124 "GET /usernames/admin2/count/ HTTP/1.1" 200 31
WARNING 2018-11-30 12:21:36,180 basehttp 124 "GET /users/ HTTP/1.1" 405 8585
WARNING 2018-11-30 12:22:29,863 basehttp 124 "GET /users/ HTTP/1.1" 405 8602
INFO 2018-11-30 12:22:30,033 basehttp 124 "GET /static/rest_framework/js/jquery-3.3.1.min.js HTTP/1.1" 304 0
INFO 2018-11-30 12:22:30,038 basehttp 124 "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 304 0
INFO 2018-11-30 12:22:30,040 basehttp 124 "GET /static/rest_framework/js/csrf.js HTTP/1.1" 304 0
INFO 2018-11-30 12:22:30,042 basehttp 124 "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 304 0
INFO 2018-11-30 12:22:30,047 basehttp 124 "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 304 0
INFO 2018-11-30 12:22:30,053 basehttp 124 "GET /static/rest_framework/js/default.js HTTP/1.1" 304 0
INFO 2018-11-30 12:22:30,061 basehttp 124 "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 304 0
INFO 2018-11-30 12:22:30,062 basehttp 124 "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 304 0
INFO 2018-11-30 12:22:30,071 basehttp 124 "GET /static/rest_framework/css/prettify.css HTTP/1.1" 304 0
INFO 2018-11-30 12:22:30,076 basehttp 124 "GET /static/rest_framework/css/default.css HTTP/1.1" 304 0
INFO 2018-11-30 12:22:30,104 basehttp 124 "GET /static/rest_framework/img/grid.png HTTP/1.1" 304 0
WARNING 2018-11-30 12:22:51,530 basehttp 124 "POST /users/ HTTP/1.1" 400 8797
INFO 2018-11-30 12:23:03,726 basehttp 124 "POST /users/ HTTP/1.1" 201 8851
WARNING 2018-11-30 12:25:14,660 basehttp 124 "POST /users/ HTTP/1.1" 400 8830
INFO 2018-11-30 12:25:28,497 basehttp 124 "POST /users/ HTTP/1.1" 201 8657
WARNING 2018-11-30 12:33:34,537 basehttp 124 "POST /users/ HTTP/1.1" 400 9227
INFO 2018-11-30 12:33:34,885 basehttp 124 "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 200 8192
ERROR 2018-11-30 12:33:56,796 exception 135 Internal Server Error: /users/
Traceback (most recent call last):
  File "/home/python/.virtualenvs/django_py3/lib/python3.5/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/home/python/.virtualenvs/django_py3/lib/python3.5/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/python/.virtualenvs/django_py3/lib/python3.5/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/python/.virtualenvs/django_py3/lib/python3.5/site-packages/django/views/decorators/csrf.py", line 58, in wrapped_view
    return view_func(*args, **kwargs)
  File "/home/python/.virtualenvs/django_py3/lib/python3.5/site-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/python/.virtualenvs/django_py3/lib/python3.5/site-packages/rest_framework/views.py", line 483, in dispatch
    response = self.handle_exception(exc)
  File "/home/python/.virtualenvs/django_py3/lib/python3.5/site-packages/rest_framework/views.py", line 443, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/home/python/.virtualenvs/django_py3/lib/python3.5/site-packages/rest_framework/views.py", line 480, in dispatch
    response = handler(request, *args, **kwargs)
  File "/home/python/.virtualenvs/django_py3/lib/python3.5/site-packages/rest_framework/generics.py", line 192, in post
    return self.create(request, *args, **kwargs)
  File "/home/python/.virtualenvs/django_py3/lib/python3.5/site-packages/rest_framework/mixins.py", line 20, in create
    serializer.is_valid(raise_exception=True)
  File "/home/python/.virtualenvs/django_py3/lib/python3.5/site-packages/rest_framework/serializers.py", line 236, in is_valid
    self._validated_data = self.run_validation(self.initial_data)
  File "/home/python/.virtualenvs/django_py3/lib/python3.5/site-packages/rest_framework/serializers.py", line 437, in run_validation
    value = self.validate(value)
  File "/home/python/code/gz07/meiduo/meiduo_mall/meiduo_mall/apps/users/serializers.py", line 44, in validate
    strict_redis = get_redis_connection('django') # type: StrictRedis
  File "/home/python/.virtualenvs/django_py3/lib/python3.5/site-packages/django_redis/__init__.py", line 14, in get_redis_connection
    cache = caches[alias]
  File "/home/python/.virtualenvs/django_py3/lib/python3.5/site-packages/django/core/cache/__init__.py", line 77, in __getitem__
    "Could not find config for '%s' in settings.CACHES" % alias
django.core.cache.backends.base.InvalidCacheBackendError: Could not find config for 'django' in settings.CACHES
ERROR 2018-11-30 12:33:56,901 basehttp 124 "POST /users/ HTTP/1.1" 500 129100
WARNING 2018-11-30 12:34:29,952 basehttp 124 "POST /users/ HTTP/1.1" 400 8659
INFO 2018-11-30 12:34:30,120 basehttp 124 "GET /static/rest_framework/js/jquery-3.3.1.min.js HTTP/1.1" 304 0
INFO 2018-11-30 12:34:30,125 basehttp 124 "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 304 0
INFO 2018-11-30 12:34:30,128 basehttp 124 "GET /static/rest_framework/js/csrf.js HTTP/1.1" 304 0
INFO 2018-11-30 12:34:30,138 basehttp 124 "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 304 0
INFO 2018-11-30 12:34:30,140 basehttp 124 "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 304 0
INFO 2018-11-30 12:34:30,148 basehttp 124 "GET /static/rest_framework/js/default.js HTTP/1.1" 304 0
INFO 2018-11-30 12:34:30,149 basehttp 124 "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 304 0
INFO 2018-11-30 12:34:30,150 basehttp 124 "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 304 0
INFO 2018-11-30 12:34:30,157 basehttp 124 "GET /static/rest_framework/css/default.css HTTP/1.1" 304 0
INFO 2018-11-30 12:34:30,160 basehttp 124 "GET /static/rest_framework/css/prettify.css HTTP/1.1" 304 0
INFO 2018-11-30 12:34:30,182 basehttp 124 "GET /static/rest_framework/img/grid.png HTTP/1.1" 304 0
WARNING 2018-11-30 12:34:49,242 basehttp 124 "POST /users/ HTTP/1.1" 400 8658
INFO 2018-11-30 12:35:20,605 views 34 获取短信验证码: 277837
INFO 2018-11-30 12:35:20,666 basehttp 124 "GET /sms_codes/13600000000/ HTTP/1.1" 200 5176
INFO 2018-11-30 12:35:46,613 basehttp 124 "POST /users/ HTTP/1.1" 201 8657
INFO 2018-11-30 12:37:38,001 basehttp 124 "GET /usernames/asdfsdf/count/ HTTP/1.1" 200 32
INFO 2018-11-30 12:42:21,420 basehttp 124 "GET /usernames/asdfsdf/count/ HTTP/1.1" 200 32
INFO 2018-11-30 12:42:22,637 basehttp 124 "GET /usernames/asdfsdf/count/ HTTP/1.1" 200 32
INFO 2018-11-30 12:42:26,364 basehttp 124 "GET /usernames/asdfsdf/count/ HTTP/1.1" 200 32
INFO 2018-11-30 12:42:32,276 basehttp 124 "GET /usernames/admin4/count/ HTTP/1.1" 200 31
INFO 2018-11-30 12:42:36,001 basehttp 124 "GET /usernames/admin5/count/ HTTP/1.1" 200 31
INFO 2018-11-30 12:42:52,167 views 34 获取短信验证码: 809076
INFO 2018-11-30 12:42:52,170 basehttp 124 "GET /sms_codes/13600000001/ HTTP/1.1" 200 16
INFO 2018-11-30 12:43:12,601 basehttp 124 "OPTIONS /users/ HTTP/1.1" 200 0
INFO 2018-11-30 12:43:12,627 basehttp 124 "GET /usernames/admin5/count/ HTTP/1.1" 200 31
WARNING 2018-11-30 12:43:12,635 basehttp 124 "POST /users/ HTTP/1.1" 400 49
INFO 2018-11-30 12:43:23,848 basehttp 124 "GET /usernames/admin5/count/ HTTP/1.1" 200 31
INFO 2018-11-30 12:43:32,694 basehttp 124 "GET /usernames/admin5/count/ HTTP/1.1" 200 31
INFO 2018-11-30 12:43:32,738 basehttp 124 "POST /users/ HTTP/1.1" 201 51
INFO 2018-11-30 12:44:19,102 basehttp 124 "GET /usernames/admin6/count/ HTTP/1.1" 200 31
INFO 2018-11-30 12:44:30,556 views 34 获取短信验证码: 423823
INFO 2018-11-30 12:44:30,558 basehttp 124 "GET /sms_codes/13600000001/ HTTP/1.1" 200 16
INFO 2018-11-30 12:44:47,807 basehttp 124 "GET /usernames/admin6/count/ HTTP/1.1" 200 31
INFO 2018-11-30 12:44:50,713 basehttp 124 "GET /usernames/admin6/count/ HTTP/1.1" 200 31
WARNING 2018-11-30 12:44:50,717 basehttp 124 "POST /users/ HTTP/1.1" 400 49
INFO 2018-12-02 10:27:00,299 basehttp 124 "OPTIONS /users/ HTTP/1.1" 200 0
INFO 2018-12-02 10:27:00,334 basehttp 124 "GET /usernames/admin10/count/ HTTP/1.1" 200 32
INFO 2018-12-02 10:27:00,382 basehttp 124 "POST /users/ HTTP/1.1" 201 227
WARNING 2018-12-02 10:51:39,027 basehttp 124 "GET /authorizations/ HTTP/1.1" 405 7468
INFO 2018-12-02 10:51:48,571 basehttp 124 "POST /authorizations/ HTTP/1.1" 200 7581
INFO 2018-12-02 11:00:48,337 basehttp 124 "POST /authorizations/ HTTP/1.1" 200 7654
WARNING 2018-12-02 11:03:21,509 basehttp 124 "POST /authorizations/ HTTP/1.1" 400 7518
INFO 2018-12-02 11:19:09,566 basehttp 124 "POST /authorizations/ HTTP/1.1" 200 7654
INFO 2018-12-02 11:30:35,372 basehttp 124 "OPTIONS /authorizations/ HTTP/1.1" 200 0
WARNING 2018-12-02 11:30:35,392 basehttp 124 "POST /authorizations/ HTTP/1.1" 400 67
INFO 2018-12-02 11:30:40,981 basehttp 124 "POST /authorizations/ HTTP/1.1" 200 204
INFO 2018-12-02 11:30:59,163 basehttp 124 "POST /authorizations/ HTTP/1.1" 200 204
WARNING 2018-12-03 08:30:41,424 base 152 Not Found: /
WARNING 2018-12-03 08:30:41,431 basehttp 124 "GET / HTTP/1.1" 404 2938
WARNING 2018-12-03 08:30:41,639 base 152 Not Found: /favicon.ico
WARNING 2018-12-03 08:30:41,640 basehttp 124 "GET /favicon.ico HTTP/1.1" 404 2989
INFO 2018-12-03 09:23:06,255 basehttp 124 "GET /oauth/qq/authorization/ HTTP/1.1" 200 5535
INFO 2018-12-03 09:23:06,570 basehttp 124 "GET /static/rest_framework/img/grid.png HTTP/1.1" 200 1458
INFO 2018-12-03 09:27:18,673 basehttp 124 "GET /oauth/qq/authorization/?next=user_center_info.html HTTP/1.1" 200 193
INFO 2018-12-03 09:30:07,269 basehttp 124 "GET /oauth/qq/authorization/?next=/user_center_info.html HTTP/1.1" 200 196
INFO 2018-12-03 09:31:16,898 basehttp 124 "OPTIONS /authorizations/ HTTP/1.1" 200 0
INFO 2018-12-03 09:31:16,958 basehttp 124 "POST /authorizations/ HTTP/1.1" 200 204
INFO 2018-12-03 09:32:24,830 basehttp 124 "POST /authorizations/ HTTP/1.1" 200 204
INFO 2018-12-03 09:33:24,660 basehttp 124 "GET /oauth/qq/authorization/?next=/user_center_info.html HTTP/1.1" 200 196
INFO 2018-12-03 09:42:44,333 basehttp 124 "GET /oauth/qq/authorization/?next=/user_center_info.html HTTP/1.1" 200 196
INFO 2018-12-03 09:44:21,507 basehttp 124 "GET /oauth/qq/authorization/?next=/user_center_info.html HTTP/1.1" 200 196
INFO 2018-12-03 10:31:22,958 basehttp 124 "GET /oauth/qq/authorization/?next=/user_center_info.html HTTP/1.1" 200 196
INFO 2018-12-03 10:31:38,771 basehttp 124 "GET /oauth/qq/user/?code=33F280559F1ADDEBBDEEC61A6A9F2337 HTTP/1.1" 200 45
ERROR 2018-12-03 10:32:13,233 basehttp 124 "GET /oauth/qq/user/?code=33F280559F1ADDEBBDEEC61A6A9F2337 HTTP/1.1" 500 31
INFO 2018-12-03 10:32:29,442 basehttp 124 "GET /oauth/qq/user/?code=2B825B823957DBAB26A4C17DEDB62F94 HTTP/1.1" 200 45
